baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ostta01g00190	13.8762984993122	2.01244166252863	0.681441640179513	2.9532120490883	0.0031448585487364	NA
ostta01g00200	1.46866921036761	-1.09673153335972	1.5536789256172	-0.70589329318736	0.480254498702643	NA
ostta01g00210	3.50014755833739	0.459406444006828	1.05454690870507	0.4356434410025	0.663095447417664	NA
ostta01g00220	3.32568651501166	0.358582177488562	1.0449617039313	0.343153415229976	0.731483048424759	NA
ostta01g00230	1.42343912183695	0.968950982086382	1.58243731507276	0.61231555452914	0.540329000421487	NA
ostta01g00240	1.14653994811587	1.23219651189801	1.87225646985834	0.658134465942716	0.510451730663581	NA
ostta01g00250	0.818255539362131	0.476717621409935	1.98583363130807	0.240059194231654	0.810284367594982	NA
ostta01g00260	0	NA	NA	NA	NA	NA
ostta01g00270	8.25655288771125	-1.32380514250055	0.762329829460663	-1.73652543996229	0.0824709701512817	NA
ostta01g00280	3.66720417655341	-0.165809394730935	1.062247825276	-0.156092948166642	0.875959756779513	NA
ostta01g00290	0.473832778208077	-2.46489976261671	2.70610864895009	-0.910865039943255	0.362366487973125	NA
ostta01g00300	0.499898662757407	-1.0049340088459	2.58349060654979	-0.388983031832259	0.697288698517761	NA
ostta01g00310	2.5538767970862	0.309128190998573	1.15970150040035	0.266558412567247	0.789809179276025	NA
ostta01g00320	4.98398619238131	-0.318528963231899	0.915197379011369	-0.348044007267576	0.727807134082108	NA
ostta01g00330	13.0299818660811	-1.2836788017567	0.646451226562549	-1.98573186809863	0.0470631044750142	NA
ostta01g00340	1.12829060057984	0.32651539363035	1.66860609106619	0.195681530457387	0.844859441490001	NA
ostta01g00350	9.16484923021511	-0.849023775577318	0.734452147065877	-1.15599604272266	0.247682775647392	NA
ostta01g00360	0.782349543695458	1.80685517625187	2.1052705730112	0.85825318579716	0.390752673382055	NA
ostta01g00370	2.2261774567557	0.342704206505608	1.26766505552445	0.270342867788391	0.78689648894628	NA
ostta01g00380	9.18022909466272	-0.11871013505401	0.709726575753604	-0.167261786594311	0.867164070398249	NA
ostta01g00390	2.29186915776692	-1.40569692006559	1.37195820643888	-1.02459164825019	0.305555906892199	NA
ostta01g00400	10.1190245129065	0.0886864411956294	0.654871761116222	0.135425661116406	0.892275336383883	NA
ostta01g00410	0.826008771643999	1.82792306527495	2.18873455103633	0.835150641912911	0.403632896230318	NA
ostta01g00420	2.70720562402014	-0.215116803257332	1.13613204576688	-0.189341374586552	0.849825269526458	NA
ostta01g00430	3.61005633052266	-0.360648055364124	0.989838340267577	-0.364350460769818	0.7155963233008	NA
ostta01g00440	16.1346311537921	0.554183490011913	0.558243337255295	0.992727459563884	0.32084278930075	NA
ostta01g00450	1.29274432170703	0.657607756111218	1.58377542695305	0.415215279211876	0.67798431460636	NA
ostta01g00460	15.0313248332449	0.138182123376098	0.563092278698411	0.245398718120422	0.806147721465298	NA
ostta01g00470	1.57798179613321	1.95151731492312	1.60476734629502	1.21607491542537	0.223956385197959	NA
ostta01g00480	1.9106401442753	0.923193141616513	1.34558709424981	0.686089473926778	0.492656688206195	NA
ostta01g00485	32.0189929666958	0.83167757802877	0.53871096662498	1.54382893528087	0.122629779586493	0.564854456267521
ostta01g00490	14.8518558163258	-0.198851531281847	0.603721621946076	-0.329376196003808	0.741871357749674	NA
ostta01g00500	28.6705678489971	-0.782776574604089	0.476610189173851	-1.64238321459502	0.100510611325379	0.51948690962193
ostta01g00510	17.6311643863347	-0.00605478277066276	0.554875553322384	-0.0109119652765544	0.991293684156432	NA
ostta01g00520	6.56868597268322	0.479335701519048	0.825297300551997	0.580803670626872	0.561372780914565	NA
ostta01g00530	0.158864048832823	-1.04528258498123	4.0804728567969	-0.256167023201756	0.797821870902755	NA
ostta01g00540	4.00983376736035	-0.162811048399345	0.96673926141249	-0.168412575032345	0.866258715953364	NA
ostta01g00550	1.2333094151234	-0.618309598582398	3.87572114380361	-0.159534077824699	0.873248111892173	NA
ostta01g00560	2.41706170663416	-0.644139920790447	1.23447786567778	-0.521791389460666	0.60181558548807	NA
ostta01g00570	1.41076870671564	1.76179405163263	1.70406756683023	1.03387570183604	0.301194275579293	NA
ostta01g00580	2.97847716036947	-0.187614108841456	1.18569599298681	-0.158231207620808	0.874274613384452	NA
ostta01g00590	1.58227594547203	0.549797170431477	1.5024201366164	0.365941028765547	0.714409080041336	NA
ostta01g00600	0.783911549941627	-0.601288651955045	2.20724953087272	-0.272415349304573	0.78530267179899	NA
ostta01g00610	3.43220713996745	-1.07543012751455	1.03412584879468	-1.03994124967286	0.298367196545877	NA
ostta01g00620	15.6645193076774	-0.0475854488984872	0.572302333691777	-0.0831473962224225	0.933734339556441	NA
ostta01g00630	1.75765947622521	-0.852698109368672	1.46745188985538	-0.581073979503825	0.561190594762125	NA
ostta01g00640	1.7489641623003	1.40066857012079	1.60179244756734	0.87443824088945	0.3818796395707	NA
ostta01g00650	1.35068853587484	-1.69061105495803	1.69611454821339	-0.996755234921395	0.318883331761243	NA
ostta01g00660	8.47886492721742	-0.29164295770232	0.749880490394794	-0.388919249717748	0.697335881815405	NA
ostta01g00670	7.05931319232145	0.188074390667518	0.745341396044472	0.252333214907463	0.800783516784371	NA
ostta01g00680	1.13758935378978	-1.36151900668834	1.84788023648695	-0.736800459144881	0.461243703945974	NA
ostta01g00690	4.35743310585853	-0.610377066744815	0.932720221737587	-0.654405310959945	0.512850713659981	NA
ostta01g00720	14.5396950429059	0.757075164745581	0.596045768398885	1.27016280440889	0.204026643964276	NA
ostta01g00730	3.21042149829344	-0.0688311344908634	1.05377931707655	-0.0653183578150103	0.94792052613336	NA
ostta01g00740	2.44797958374781	-0.672091948533376	1.18585601550813	-0.566756789815996	0.570879431555124	NA
ostta01g00750	1.08801951986077	2.37938366010205	2.00548486221639	1.18643810528315	0.23544933092241	NA
ostta01g00760	2.57557759658313	1.04262172775843	1.17979797408909	0.883729037222181	0.376842501506335	NA
ostta01g00770	1.14097750101925	0.344282981908555	1.73658362033438	0.198253039978727	0.842847091042677	NA
ostta01g00780	2.54702956691368	-1.62953205313196	1.25827938262906	-1.2950478849357	0.195303711228065	NA
ostta01g00790	3.13467803138651	0.961810652649984	1.16585328699141	0.824984295521456	0.409380506704662	NA
ostta01g00800	5.11456785370873	0.874200829135373	0.875498419231366	0.998517884136065	0.318028296690765	NA
ostta01g00810	1.72266825211081	-1.37215766793579	1.49745496040878	-0.916326503443693	0.359495671085663	NA
ostta01g00820	3.46753343453256	1.06419716764717	1.07501230176973	0.989939525245658	0.322203678799376	NA
ostta01g00830	20.5161769398946	0.0525663802503785	0.592066936944902	0.0887845224420467	0.929253158411356	NA
ostta01g00840	0.469538628869258	0.8079097814629	2.79355712170084	0.289204675711449	0.772424753968283	NA
ostta01g00850	0.954540011786413	2.14994762633897	2.07760780317578	1.03481880605791	0.300753538578615	NA
ostta01g00860	3.18722962826392	0.243168134387774	1.0587691316212	0.229670593073895	0.818347747422117	NA
ostta01g00870	0	NA	NA	NA	NA	NA
ostta01g00880	11.877938150125	-0.757276261962915	0.630602647561977	-1.20087707352749	0.22979888878272	NA
ostta01g00890	112.961208926843	0.550468726328102	0.365756206752174	1.50501540689119	0.132320115726052	0.577231330529702
ostta01g00910	0	NA	NA	NA	NA	NA
ostta01g00920	1.47858025719853	-1.87690945889849	1.63381757123329	-1.14878765655685	0.250643550366216	NA
ostta01g00930	1.28720909980815	-0.0620659718760944	1.71789691394278	-0.0361290432344077	0.971179464287887	NA
ostta01g00940	29.9079757988052	-0.382066235305694	0.510313880405649	-0.748688699202126	0.454044856521259	0.822343161114271
ostta01g00950	6.389894785378	0.39439109664245	0.846598837956308	0.46585357664146	0.641320312410786	NA
ostta01g00960	1.57793808561737	1.17463568299788	1.5800168681958	0.743432368756402	0.457219953340512	NA
ostta01g00970	3.17918306561046	-0.891185784232069	1.10724652468231	-0.804866634815373	0.42089664403025	NA
ostta01g00980	7.17828531951853	0.414678461962078	0.769967238433	0.538566371740714	0.590186096552184	NA
ostta01g00990	3.21195053390342	-1.27745935804764	1.12581246033076	-1.13469996385751	0.256501052476191	NA
ostta01g01000	0.982069741670592	-0.0803910035054659	1.90164269489525	-0.0422745049431561	0.96627986922002	NA
ostta01g01020	25.236789955267	0.304198853925056	0.499641207268136	0.608834598707959	0.542634077892658	0.851318799335669
ostta01g01030	45.1783143917102	-0.454878245829588	0.421287035949984	-1.07973473430973	0.280260321766432	0.71264055080181
ostta01g01040	22.9788262922677	-1.21947966570218	0.529176038250999	-2.30448768945157	0.0211952826135357	0.28976253056903
ostta01g01050	3.11358952551056	0.664717610821058	1.09049543243954	0.609555612107446	0.542156223046521	NA
ostta01g01060	9.19821854547315	-1.28389255179808	0.697319721151795	-1.84118204727871	0.065594885298414	NA
ostta01g01070	2.10606619291162	1.06724031933618	1.2959120007007	0.823543819919195	0.410198808833118	NA
ostta01g01080	3.39101394993772	-2.12429744788978	1.20011193861148	-1.77008275606988	0.0767133557019351	NA
ostta01g01085	7.80112169022923	0.0365396039997072	0.747248191857341	0.0488988858024338	0.96099987680258	NA
ostta01g01090	2.9633770800868	-0.773294183048062	1.16449877395707	-0.664057533028	0.506653488893247	NA
ostta01g01100	27.1831641737597	0.740596920688051	0.49105209394682	1.50818401920562	0.131507436198951	0.577231330529702
ostta01g01110	49.3052983036391	-0.939237584682568	0.44568185899832	-2.10741713112023	0.0350814379445463	0.343589744585569
ostta01g01120	11.5786886785526	-0.298074839372182	0.620554766797259	-0.480336072367269	0.63098844299355	NA
ostta01g01130	3.50493050073183	-0.0449875284533123	1.04415456836605	-0.0430851234254631	0.965633678074144	NA
ostta01g01140	1.73126691255132	0.226367502108221	1.45101142171776	0.156006698996372	0.87602774084245	NA
ostta01g01150	1.13539856860454	-1.37740306865435	1.77154276055341	-0.777516128498115	0.436854322618325	NA
ostta01g01160	3.72645851345116	0.0249423025629287	1.01780931013653	0.0245058699252642	0.98044910159897	NA
ostta01g01170	10.7700482138725	0.651806328001094	0.665191771451339	0.979877316550323	0.3271466811753	NA
ostta01g01180	4.03712423915165	0.511950704294679	0.967566676027628	0.529111550633913	0.596728069194908	NA
ostta01g01190	0.948890143658117	-1.03502838669121	2.19062073743378	-0.472481780622467	0.636582943312059	NA
ostta01g01200	9.32785934851134	-0.370140360241551	0.691944402919458	-0.534927891142484	0.592699720936806	NA
ostta01g01210	6.24193642987092	-0.436714281590009	0.806090721247929	-0.541768153482676	0.587978232715681	NA
ostta01g01220	11.3955810210227	1.64011507463529	0.675498794548711	2.42800592372785	0.0151820952995452	NA
ostta01g01230	1.63592601030102	-0.0886766604332865	1.41053683608401	-0.0628673127597816	0.949872163975451	NA
ostta01g01240	0	NA	NA	NA	NA	NA
ostta01g01250	1.76377402110888	-0.864063446392091	1.3974033560331	-0.618335030227037	0.536354515088809	NA
ostta01g01260	9.15371114487977	-0.0203116770822298	0.755443164958058	-0.0268871015377543	0.978549781281292	NA
ostta01g01270	12.4402350214233	1.24406205384629	0.686724058636391	1.81158944149502	0.0700496575993494	NA
ostta01g01280	1.55762946256039	-3.03478445920705	1.8441099369662	-1.64566352491959	0.0998330525524422	NA
ostta01g01290	4.61606136739127	0.295054516500619	0.937244192624057	0.314810717231053	0.752905374011733	NA
ostta01g01295	0.977146813392695	-0.0791812578075537	1.83159578456479	-0.0432307490958591	0.965517593760293	NA
ostta01g01300	20.3612976785701	0.0281621135419791	0.531695142056239	0.0529666557288205	0.957758475277382	NA
ostta01g01310	0.976507294573972	-1.07182134487365	1.86755254316119	-0.573917638247216	0.566023536671342	NA
ostta01g01320	7.82117003844384	0.232407253221024	0.722984959907344	0.321455170036745	0.747865480006825	NA
ostta01g01330	3.51400959006447	0.195176179720048	1.07323966463481	0.181857031706389	0.855694925849741	NA
ostta01g01340	0	NA	NA	NA	NA	NA
ostta01g01350	4.80982347386836	-0.446541224501167	0.89493354119639	-0.498965793486976	0.617803482144029	NA
ostta01g01370	0	NA	NA	NA	NA	NA
ostta01g01380	5.9074879353862	-0.579031732561974	0.82393636463672	-0.702762685826197	0.482203654811074	NA
ostta01g01390	0	NA	NA	NA	NA	NA
ostta01g01400	1.92046377007455	-0.548127131141354	1.35485116657861	-0.404566305630111	0.685796330093899	NA
ostta01g01410	6.58878311074788	-0.0293971723637156	0.88859684353158	-0.0330826882603831	0.973608647960249	NA
ostta01g01420	2.50963250071442	-0.0288191206052474	1.23336910241573	-0.0233661768798983	0.981358184575514	NA
ostta01g01430	1.13754564327395	-2.53746911929596	1.88903612153539	-1.3432613015539	0.179187378115459	NA
ostta01g01440	3.7634016427747	-0.469699552108387	0.987868920188619	-0.475467486130351	0.634453802651028	NA
ostta01g01450	3.29900833684135	-0.170071943538746	1.13780697248531	-0.149473458724953	0.881180050945658	NA
ostta01g01460	4.24405442595755	0.348640336544152	0.935316421925006	0.372751219129248	0.709333611864758	NA
ostta01g01470	1.93943242647883	0.38041662726343	1.39410482594263	0.272875195741619	0.784949154111957	NA
ostta01g01480	20.112236174226	0.227524317365403	0.542132327553476	0.419684098884437	0.674716242774202	NA
ostta01g01490	4.8054825051162	0.340096851385224	0.905985789656107	0.375388726035446	0.707371388219353	NA
ostta01g01500	43.5449161173525	0.121863533937472	0.426120533245033	0.285983716882745	0.774890593001296	0.940925753717931
ostta01g01510	6.82240175259394	1.65579864995371	0.818991614689391	2.02175287299087	0.0432018886183862	NA
ostta01g01520	0.158864048832823	-1.04528258498123	4.0804728567969	-0.256167023201756	0.797821870902755	NA
ostta01g01530	8.12604404240481	0.479856910706747	0.762997369142395	0.628910308362011	0.52940777700682	NA
ostta01g01540	7.45118640094264	-1.41644204962254	0.804624497381352	-1.76037649143464	0.0783439925733975	NA
ostta01g01550	48.6447916745616	-1.32861329673378	0.435626963895909	-3.04988764894554	0.0022892698703119	0.0777534159523793
ostta01g01560	274.754469703938	-1.15577193777891	0.524814951588731	-2.20224659049848	0.0276478946477524	0.295428627078792
ostta01g01570	3.11171967401142	-0.858291047243882	1.06999734931886	-0.802143152775339	0.422470155464145	NA
ostta01g01580	1.2815649771183	-0.820923543072316	1.73159838696812	-0.474084261830299	0.635439821057804	NA
ostta01g01590	4.00282207470329	0.50287782651312	0.988601715382605	0.50867585872891	0.610979446695066	NA
ostta01g01600	10.9028425182613	0.356132992721872	0.655365665493291	0.543411123702692	0.586846768541267	NA
ostta01g01610	4.91604501777782	1.71535130459174	0.940478250782109	1.8239138471998	0.0681650979045885	NA
ostta01g01620	0	NA	NA	NA	NA	NA
ostta01g01630	0.471685703538667	-0.923754351094848	2.62882255477812	-0.351394714495218	0.725292247119227	NA
ostta01g01640	2.6145968648625	-0.442542141967951	1.19916846990825	-0.369040842111042	0.712097282436564	NA
ostta01g01650	0.876828532469019	-0.780056210296618	2.14321091417159	-0.363966143107354	0.715883291803828	NA
ostta01g01660	0.941825886149263	2.12892973346952	1.98393027810271	1.07308697133524	0.28323209606311	NA
ostta01g01670	4.38126487282355	-3.05083677429674	1.17238398366127	-2.60225047152998	0.00926141844014515	NA
ostta01g01680	0.792216880010542	-0.608979482262713	2.08274500166198	-0.292392722957809	0.769986371494744	NA
ostta01g01690	1.91838763111872	0.424933382430937	1.34443536282851	0.316068287237651	0.751950676909336	NA
ostta01g01700	8.7236438495235	-0.711665520736975	0.708653263601006	-1.00425067842158	0.315257800366693	NA
ostta01g01710	6.10657435998107	-0.650846922026769	0.83836108211878	-0.776332460927088	0.437552711407796	NA
ostta01g01720	16.3791723252361	0.000620332574164118	0.559037018975693	0.00110964489489575	0.999114631652083	NA
ostta01g01730	0	NA	NA	NA	NA	NA
ostta01g01740	0.158864048832823	-1.04528258498123	4.0804728567969	-0.256167023201756	0.797821870902755	NA
ostta01g01750	10.0157214272141	-0.627591287965541	0.662389252802355	-0.947465988179012	0.343401379585168	NA
ostta01g01760	9.04142262649724	-0.823895307305257	0.802675890924251	-1.02643584617519	0.30468618876731	NA
ostta01g01770	3.30148511463979	-1.31734749854684	1.09957549341618	-1.1980509809782	0.230897170463391	NA
ostta01g01780	4.70632861560056	0.221707300417775	0.913866560219259	0.242603581385647	0.808312506547381	NA
ostta01g01790	2.36030411463093	1.94714365380698	1.34215900249997	1.450754828735	0.146848141993214	NA
ostta01g01800	6.90298037168255	-0.243697981951092	0.778798695342416	-0.312915241651689	0.754345057514781	NA
ostta01g01810	3.03174487232462	1.46996858161917	1.26630462533716	1.1608333036198	0.245709696515969	NA
ostta01g01820	4.13469812967611	-0.9398193570835	0.968573147480939	-0.970313248439499	0.331890375502468	NA
ostta01g01830	54.321804399767	0.719204607822415	0.41891488390124	1.71682753576254	0.0860106882017887	0.495341519521685
ostta01g01850	3.20831813413987	0.512579359944221	1.0375440701939	0.494031410008857	0.621283996856747	NA
ostta01g01855	1.88433537974986	-0.950523064222641	1.41109777687527	-0.673605387096189	0.500562227342414	NA
ostta01g01860	2.48118640695802	-0.297211952588761	1.32332795419366	-0.224594327994727	0.822294877776361	NA
ostta01g01870	0.469511403671517	0.799334974598964	2.63041268212541	0.303881964997633	0.761217818297732	NA
ostta01g01880	3.18662807452258	-0.325390855699822	1.09150109619457	-0.298113173531634	0.765616787429723	NA
ostta01g01890	7.94531471377457	0.643008348650422	0.741168418853817	0.867560371291595	0.38563504867515	NA
ostta01g01900	3.91606372569218	-1.08428374876799	0.983829857667257	-1.10210494255472	0.270416050895023	NA
ostta01g01910	0.500510956378388	0.80798450298816	2.73882447955925	0.295011421512556	0.767985154701503	NA
ostta01g01920	10.09647564871	-0.736056696977813	0.699335135440258	-1.05250924725016	0.292565970149966	NA
ostta01g01930	1.2766585341585	-0.0855430992808923	1.6399944224267	-0.0521606037868802	0.958400723801048	NA
ostta01g01940	4.51970678168011	-0.69338211985334	0.976882426249562	-0.709790760097268	0.477833899785329	NA
ostta01g01950	2.49848029643041	0.462400475651256	1.2957575435338	0.356857251542749	0.721198673653488	NA
ostta01g01960	6.33984689827302	0.834048100729784	0.804924457842059	1.03618183371618	0.300117320166035	NA
ostta01g01970	14.7507990861774	0.134922131234703	0.698443066222914	0.193175561129619	0.846821477633539	NA
ostta01g01980	14.4238626045956	-0.343186584490844	0.671991495944586	-0.510700784997946	0.609560590972311	NA
ostta01g01990	2.58766294328121	0.293272476470935	1.16542679095062	0.251643843052309	0.801316366991593	NA
ostta01g02000	2.14353419482446	-0.314680118827817	1.25703903272554	-0.250334405404676	0.802328751632503	NA
ostta01g02010	1.4107249961998	0.948760376446443	1.58436959721898	0.598825159301078	0.549289482995596	NA
ostta01g02020	7.16204494631214	-0.0788441014229887	0.75845951220959	-0.103952946932257	0.917206689094847	NA
ostta01g02030	0.343181688593994	-1.97132199603546	3.06201968280713	-0.64379795045218	0.519706462991003	NA
ostta01g02040	1.09360919215513	3.57313315007491	1.94210445738563	1.83982542055689	0.0657938720761774	NA
ostta01g02050	1.18899418303804	-2.59805004647918	1.87583999707227	-1.38500621083574	0.166050568251209	NA
ostta01g02060	3.02893416253624	0.404929859527325	1.08975727212128	0.371578029242334	0.710207049788723	NA
ostta01g02070	0.795019958816771	0.562524630026099	2.08462498044808	0.269844521341765	0.787279869783023	NA
ostta01g02080	0.631178531310569	1.39750544796086	2.25876293965882	0.618703903549943	0.536111437967377	NA
ostta01g02090	0.153930380675281	0.878270766661263	4.0804728567969	0.215237497585192	0.829582157125221	NA
ostta01g02100	2.07782600849514	1.09023561455114	1.35524720884775	0.804455163186112	0.421134153889853	NA
ostta01g02110	2.9797565761237	-2.41078143912758	1.26284304552876	-1.90901113773658	0.0562606548977963	NA
ostta01g02120	2.22466990090501	1.24046386954843	1.31185643202116	0.945578982021119	0.344363368601628	NA
ostta01g02130	8.52673558469054	-0.566285540028756	0.725724535054222	-0.780303700200031	0.435212135352711	NA
ostta01g02140	1.29272783638893	-0.0706510840415608	1.63553827424552	-0.043197450743947	0.965544137205218	NA
ostta01g02150	0.622856715923557	-0.0357375390811363	2.39693754628347	-0.0149096663517781	0.988104248146767	NA
ostta01g02160	0	NA	NA	NA	NA	NA
ostta01g02170	7.55262489974871	-0.00392923070889918	0.765808428922272	-0.00513082718928651	0.995906210163296	NA
ostta01g02180	4.92783711899732	0.0369905095315619	0.878339043158326	0.0421141583306506	0.966407693469025	NA
ostta01g02190	0.822576913898691	-1.96879558279642	2.08084805812394	-0.946150573132887	0.344071792088114	NA
ostta01g02200	5.11617667936823	0.115571412594477	0.883136888804088	0.130864664424764	0.895882367942414	NA
ostta01g02210	38.2135635357322	-0.0880866348862539	0.455966171593197	-0.193186776506839	0.846812694484814	0.959855628671106
ostta01g02220	7.34042439983055	-0.637299379677798	0.899745323134468	-0.708310855629258	0.478752237215382	NA
ostta01g02230	16.092514698175	-0.178490586187211	0.570979069592835	-0.312604429291065	0.754581212586886	NA
ostta01g02240	3.80288520969266	-0.289775459383909	1.05116558088913	-0.275670612368036	0.782801069235318	NA
ostta01g02250	4.00892201981255	0.296369139629328	1.05888539219119	0.279887834712725	0.779563560859487	NA
ostta01g02260	0.682014777453686	-0.215219147168011	2.46111867762056	-0.0874476916229362	0.930315662108777	NA
ostta01g02270	6.0099153259019	-0.471550993834116	0.803362723912096	-0.586971463572305	0.557222872257278	NA
ostta01g02280	0.507608184523437	-1.01304908005504	2.57223246580388	-0.393840406542897	0.693698870279405	NA
ostta01g02290	5.20732272230507	0.265365157535646	0.90905906743826	0.291911897742188	0.770353986415498	NA
ostta01g02300	2.2212710137959	0.773338815019562	1.26224164382293	0.6126709721582	0.54009391988517	NA
ostta01g02310	3.9488786795027	0.118044851161859	0.994194016140746	0.11873422012746	0.905485924566806	NA
ostta01g02320	1.91435996507052	-1.04729735242985	1.36794584162131	-0.765598549712009	0.443915207688297	NA
ostta01g02330	0.792845658949621	1.8193683206747	2.0990849999809	0.866743519529348	0.386082554712578	NA
ostta01g02340	9.04650382662737	-0.159301273724944	0.692778207139073	-0.229945561340333	0.818134071931651	NA
ostta01g02350	19.4688725338354	0.774065186963984	0.530524723925575	1.45905582163325	0.144549744277186	NA
ostta01g02360	7.34085844926693	-0.0372499462918353	0.74970253177002	-0.0496863018508015	0.960372372516461	NA
ostta01g02370	5.30850140927856	-0.528923350760098	0.928861926152246	-0.569431619348562	0.569063263921857	NA
ostta01g02380	0.636128684786207	1.4082801201996	2.36443729056378	0.595608995772439	0.551436465671139	NA
ostta01g02390	11.4999653433916	-1.61005876589068	0.863293693428569	-1.86501856569383	0.0621788019122681	NA
ostta01g02400	19.1894413809232	0.720000755970619	0.548601339324682	1.31242981808416	0.189375151518581	NA
ostta01g02410	0.974360219904562	-0.0839720977661497	1.7722841468206	-0.0473807193484137	0.962209795491019	NA
ostta01g02420	19.3698744453066	-0.647205461877515	0.522805344707442	-1.23794729420696	0.215735604363673	NA
ostta01g02430	8.54768674122398	-0.115992784703329	0.724994184349424	-0.159991331251043	0.872887902913767	NA
ostta01g02440	29.2047315650278	0.0639235571328557	0.472242733763999	0.135361653155263	0.89232594138433	0.963384573411776
ostta01g02450	5.45865554441207	-0.0534038098060386	0.840919290629914	-0.0635064629877084	0.949363212914631	NA
ostta01g02460	2.42443380939598	0.908184783177942	1.21628235698589	0.746689103859523	0.455251248486992	NA
ostta01g02470	7.17783748838209	-0.746020434625845	0.756461382314145	-0.986197646129192	0.324036134153864	NA
ostta01g02480	24.5494305090503	0.167625349333305	0.510797665842459	0.328163890602045	0.742787748483095	0.930686625569727
ostta01g02490	30.3607914468085	-0.27939065921756	0.469518601313876	-0.595057700452608	0.551804902171565	0.853165317500884
ostta01g02500	0.627790384081099	-1.50278693483907	2.3724470590159	-0.633433285319519	0.526450734511251	NA
ostta01g02510	10.4125439520987	0.431417263300641	0.710769571947568	0.606972048787235	0.543869461833082	NA
ostta01g02520	12.194374206613	-0.297892806696394	0.64234649239257	-0.463757193702144	0.642821715300123	NA
ostta01g02530	4.87740537159158	0.272288031424324	0.907335954382674	0.300096155243381	0.764103811803636	NA
ostta01g02540	4.34414268124107	-0.368880068144505	1.00935521814577	-0.365461099831784	0.714767239407097	NA
ostta01g02560	6.19553611960076	0.230089896860798	0.845904515149521	0.272004573495068	0.785618502748115	NA
ostta01g02570	1.42405141545793	1.76471994110275	1.66705335703092	1.05858635757512	0.289788202645963	NA
ostta01g02580	12.6480826886358	-0.762411131562821	0.65606221518713	-1.16210187679435	0.245194085182232	NA
ostta01g02590	5.93174990970878	-0.58308463919667	0.834158516937127	-0.699009393727283	0.48454616029517	NA
ostta01g02600	9.28166918559262	-0.441471295416673	0.693476773048355	-0.636605741640161	0.524381684317768	NA
ostta01g02610	4.24852725943854	0.0724330771790299	1.02244810577391	0.0708427907196367	0.943522875287186	NA
ostta01g02615	0.466752035381126	0.799313598091763	2.63483420374175	0.303363906904142	0.761612548531523	NA
ostta01g02617	2.53780174941732	-0.415716067127735	1.1834682920536	-0.351269290372257	0.725386331546028	NA
ostta01g02620	1.58138068324233	2.9868351015159	1.75059728473195	1.70618058622959	0.0879744621515409	NA
ostta01g02630	5.64538477169656	-0.618425555944362	0.921524211679833	-0.671089861889839	0.502163285005228	NA
ostta01g02640	5.9684633684567	-0.308333428465592	0.79525288387578	-0.387717460341526	0.698225133135913	NA
ostta01g02650	3.77854346313649	1.06201528210056	1.04969084837009	1.01174101284164	0.311661900329513	NA
ostta01g02660	2.19524883976241	0.805698600206631	1.29119611273145	0.623993979119271	0.532631539180503	NA
ostta01g02670	49.6281346157823	-0.861755235238449	0.540060569960592	-1.59566404801841	0.110563819508338	0.550503624881831
ostta01g02680	1.10071716017983	1.2752056020913	1.8051905127425	0.706410538438945	0.479932869121535	NA
ostta01g02690	6.84265290648727	-0.51215161360632	0.816668843185632	-0.627122753463371	0.53057877326923	NA
ostta01g02700	2.54892664361056	0.305737057110756	1.15264149977863	0.265249045058221	0.790817615045841	NA
